"Date","Price","Open","High","Low","Vol.","Change %"
"10/16/2013","290.47","284.74","293.52","281.89","887.30K","2.91%"
"10/15/2013","282.27","283.10","284.88","281.14","740.15K","0.00%"
"10/14/2013","282.27","279.39","282.65","277.50","441.43K","0.63%"
"10/11/2013","280.49","277.27","281.18","275.91","459.40K","1.17%"
"10/10/2013","277.25","268.24","277.74","268.24","577.93K","3.92%"
"10/09/2013","266.80","263.10","269.28","263.05","908.60K","1.54%"
"10/08/2013","262.75","268.15","269.58","262.68","640.47K","-1.66%"
"10/07/2013","267.19","268.82","270.27","267.04","392.49K","-1.77%"
"10/04/2013","272.01","270.34","272.25","269.37","336.70K","0.77%"
"10/03/2013","269.93","269.62","271.99","266.50","574.75K","-0.47%"
"10/02/2013","271.21","269.24","271.21","266.25","589.60K","0.41%"
"10/01/2013","270.09","270.00","270.68","266.85","595.84K","-0.20%"
"09/30/2013","270.62","265.66","271.10","265.66","537.98K","-0.12%"
"09/27/2013","270.95","269.85","271.83","268.31","507.49K","-0.63%"
"09/26/2013","272.68","271.21","273.25","270.57","314.17K","0.90%"
"09/25/2013","270.24","270.02","271.79","268.54","635.90K","-0.83%"
"09/24/2013","272.50","274.89","275.43","272.10","439.33K","-0.89%"
"09/23/2013","274.96","278.78","278.78","272.96","629.78K","-1.20%"
"09/20/2013","278.30","283.70","285.43","278.03","948.32K","-1.88%"
"09/19/2013","283.64","280.84","285.32","280.02","895.85K","1.51%"
"09/18/2013","279.41","272.56","281.56","271.80","1.18M","2.35%"
"09/17/2013","272.99","272.66","273.30","271.28","605.56K","0.12%"
"09/16/2013","272.66","271.00","273.30","269.01","1.28M","3.03%"
"09/13/2013","264.63","262.39","264.80","261.57","561.12K","0.90%"
"09/12/2013","262.26","259.48","263.85","259.48","608.69K","0.19%"
"09/11/2013","261.75","264.38","264.87","261.01","789.08K","-1.79%"
"09/10/2013","266.51","266.00","268.02","265.13","604.70K","1.32%"
"09/09/2013","263.05","262.35","263.14","259.89","613.64K","0.70%"
"09/06/2013","261.23","263.44","264.51","259.42","616.46K","-0.59%"
"09/05/2013","262.77","265.87","266.88","262.06","536.23K","-1.25%"
"09/04/2013","266.10","263.50","267.36","262.09","486.67K","0.88%"
"09/03/2013","263.78","265.00","266.64","260.88","516.95K","1.33%"
"08/30/2013","260.32","261.63","262.89","259.24","574.42K","-0.08%"
"08/29/2013","260.54","257.54","262.60","257.30","335.64K","0.42%"
"08/28/2013","259.44","258.00","262.81","257.19","511.44K","0.19%"
"08/27/2013","258.96","265.47","266.64","258.89","628.05K","-3.92%"
"08/26/2013","269.52","268.96","272.69","267.63","992.18K","0.27%"
"08/23/2013","268.80","269.93","270.25","266.41","443.30K","0.28%"
"08/22/2013","268.06","265.40","268.83","264.51","355.45K","1.53%"
"08/21/2013","264.01","266.22","268.17","263.08","809.85K","-1.09%"
"08/20/2013","266.93","267.09","267.67","265.35","833.15K","0.07%"
"08/19/2013","266.74","269.00","270.91","266.47","712.20K","-1.26%"
"08/16/2013","270.15","269.08","272.85","268.01","622.06K","0.02%"
"08/15/2013","270.09","274.44","274.66","267.57","593.05K","-2.61%"
"08/14/2013","277.32","280.00","280.82","277.29","300.02K","-0.89%"
"08/13/2013","279.81","278.54","280.66","276.31","382.98K","0.58%"
"08/12/2013","278.21","279.17","280.30","276.63","356.46K","-0.84%"
"08/09/2013","280.57","278.86","283.50","277.26","576.27K","0.74%"
"08/08/2013","278.52","283.33","283.93","278.39","501.21K","-0.85%"
"08/07/2013","280.90","283.14","283.14","278.15","478.00K","-1.30%"
"08/06/2013","284.59","285.20","286.63","282.92","335.47K","-0.40%"
"08/05/2013","285.72","284.97","286.03","283.43","334.47K","-0.31%"
"08/02/2013","286.62","285.50","288.32","284.35","611.18K","0.47%"
"08/01/2013","285.27","286.00","287.00","283.68","774.68K","1.17%"
"07/31/2013","281.96","282.68","285.81","281.27","733.89K","-0.17%"
"07/30/2013","282.44","284.79","285.29","281.87","494.46K","-0.24%"
"07/29/2013","283.12","286.81","286.81","282.03","423.99K","-1.14%"
"07/26/2013","286.38","283.07","286.40","281.68","421.46K","0.49%"
"07/25/2013","284.98","282.21","286.53","281.25","580.32K","0.36%"
"07/24/2013","283.95","285.17","286.44","282.55","856.23K","-0.35%"
"07/23/2013","284.95","286.02","288.82","284.78","706.07K","-0.37%"
"07/22/2013","286.00","280.25","286.00","278.93","769.42K","1.88%"
"07/19/2013","280.72","279.98","280.72","275.29","775.14K","0.65%"
"07/18/2013","278.91","273.62","279.63","272.30","1.23M","2.43%"
"07/17/2013","272.29","268.81","272.29","268.15","1.08M","1.47%"
"07/16/2013","268.35","270.06","273.47","265.50","661.99K","-0.54%"
"07/15/2013","269.81","270.17","271.17","269.02","464.70K","0.03%"
"07/12/2013","269.74","269.50","269.79","265.73","675.42K","-0.06%"
"07/11/2013","269.89","267.57","272.03","266.95","932.34K","1.96%"
"07/10/2013","264.71","265.00","266.32","262.40","880.88K","0.50%"
"07/09/2013","263.38","259.40","263.77","255.24","939.04K","2.47%"
"07/08/2013","257.02","259.98","260.55","255.87","844.79K","-0.09%"
"07/05/2013","257.26","257.82","258.94","253.38","596.32K","0.78%"
"07/03/2013","255.26","254.49","257.22","253.00","248.22K","-0.61%"
"07/02/2013","256.82","255.91","259.40","254.71","483.37K","0.28%"
"07/01/2013","256.11","257.61","261.60","255.81","835.77K","-0.29%"
"06/28/2013","256.85","263.88","263.88","256.23","1.41M","-2.73%"
"06/27/2013","264.06","257.35","265.50","257.35","1.04M","2.33%"
"06/26/2013","258.04","252.33","259.40","252.33","1.03M","2.16%"
"06/25/2013","252.58","249.61","253.87","247.65","1.26M","2.83%"
"06/24/2013","245.63","246.39","248.30","240.60","1.56M","-1.22%"
"06/21/2013","248.67","258.51","258.65","241.99","2.62M","-1.33%"
"06/20/2013","252.01","264.72","265.92","250.55","2.37M","-6.13%"
"06/19/2013","268.46","276.89","278.21","268.23","832.06K","-2.90%"
"06/18/2013","276.49","277.38","279.33","274.77","506.43K","0.18%"
"06/17/2013","275.99","272.56","278.08","271.00","762.65K","2.32%"
"06/14/2013","269.73","272.36","273.70","268.05","761.60K","-0.99%"
"06/13/2013","272.43","268.78","272.70","264.71","1.16M","1.26%"
"06/12/2013","269.04","278.37","280.00","268.53","866.56K","-2.59%"
"06/11/2013","276.20","279.39","279.73","275.17","643.99K","-1.83%"
"06/10/2013","281.34","279.05","282.91","276.41","695.22K","0.40%"
"06/07/2013","280.23","272.99","280.69","269.77","899.13K","4.18%"
"06/06/2013","268.99","265.39","269.23","260.52","1.41M","0.76%"
